"","speaker_role","target_child_age","utterance_type","freq_total"
"787","Father",767.9375,"imperative_emphatic",6
"788","Father",767.9375,"interruption",15
"789","Father",767.9375,"question",170
"790","Father",767.9375,"quotation next line",11
"791","Father",768.9375,"declarative",37
"792","Father",768.9375,"question",181
"793","Father",769.9375,"declarative",874
"794","Father",769.9375,"interruption",2
"795","Father",769.9375,"interruption question",10
"796","Father",769.9375,"question",450
"797","Father",769.9375,"quotation next line",12
"798","Father",770.9375,"declarative",810
"799","Father",770.9375,"imperative_emphatic",3
"800","Father",770.9375,"interruption",19
"801","Father",770.9375,"question",406
"802","Father",770.9375,"trail off",21
"803","Father",771.9375,"declarative",238
"804","Father",771.9375,"interruption",2
"805","Father",771.9375,"question",104
"806","Father",773.9375,"declarative",26
"807","Father",773.9375,"question",5
"808","Father",775.9375,"declarative",54
"809","Father",775.9375,"question",5
"810","Father",776.9375,"declarative",387
"811","Father",776.9375,"imperative_emphatic",1
"812","Father",776.9375,"interruption",5
"813","Father",776.9375,"question",167
"814","Father",776.9375,"trail off",8
"815","Father",777.9375,"declarative",68
"816","Father",777.9375,"question",42
"817","Father",778.9375,"declarative",10
"818","Father",778.9375,"question",7
"819","Father",779.9375,"declarative",436
"820","Father",779.9375,"imperative_emphatic",2
"821","Father",779.9375,"interruption",9
"822","Father",779.9375,"question",213
"823","Father",780.9375,"declarative",1203
"824","Father",780.9375,"imperative_emphatic",4
"825","Father",780.9375,"question",700
"826","Father",780.9375,"quotation next line",40
"827","Father",780.9375,"trail off",54
"828","Father",781.9375,"declarative",544
"829","Father",781.9375,"imperative_emphatic",1
"830","Father",781.9375,"interruption",5
"831","Father",781.9375,"question",255
"832","Father",782.9375,"declarative",46
"833","Father",782.9375,"question",14
"834","Father",783.9375,"declarative",2172
"835","Father",783.9375,"imperative_emphatic",196
"836","Father",783.9375,"interruption",29
"837","Father",783.9375,"question",1956
"838","Father",783.9375,"self interruption",15
"839","Father",783.9375,"trail off",18
"840","Father",784.9375,"declarative",110
"841","Father",784.9375,"question",70
"842","Father",785.9375,"declarative",1032
"843","Father",785.9375,"imperative_emphatic",1
"844","Father",785.9375,"interruption",20
"845","Father",785.9375,"question",441
"846","Father",785.9375,"trail off",10
"847","Father",786.9375,"declarative",225
"848","Father",786.9375,"question",80
"849","Father",786.9375,"quotation next line",8
"850","Father",787.9375,"declarative",438
"851","Father",787.9375,"imperative_emphatic",23
"852","Father",787.9375,"question",104
"853","Father",789.9375,"declarative",16
"854","Father",790.9375,"declarative",501
"855","Father",790.9375,"imperative_emphatic",11
"856","Father",790.9375,"question",659
"857","Father",791.375,"declarative",438
"858","Father",791.375,"question",72
"859","Father",791.375,"trail off",12
"860","Father",792.375,"declarative",471
"861","Father",792.375,"imperative_emphatic",14
"862","Father",792.375,"question",437
"863","Father",792.375,"trail off",8
"864","Father",793.375,"declarative",829
"865","Father",793.375,"imperative_emphatic",103
"866","Father",793.375,"interruption",10
"867","Father",793.375,"question",490
"868","Father",793.375,"self interruption",20
"869","Father",793.375,"trail off",71
"870","Father",794.375,"declarative",1724
"871","Father",794.375,"imperative_emphatic",47
"872","Father",794.375,"interruption",9
"873","Father",794.375,"question",629
"874","Father",794.375,"self interruption",5
"875","Father",794.375,"trail off",61
"876","Father",794.375,"trail off question",23
"877","Father",795.375,"declarative",370
"878","Father",795.375,"imperative_emphatic",56
"879","Father",795.375,"question",89
"880","Father",796.375,"declarative",592
"881","Father",796.375,"imperative_emphatic",55
"882","Father",796.375,"interruption",13
"883","Father",796.375,"question",61
"884","Father",797.375,"declarative",943
"885","Father",797.375,"imperative_emphatic",4
"886","Father",797.375,"interruption",2
"887","Father",797.375,"question",816
"888","Father",797.375,"quotation next line",3
"889","Father",797.375,"trail off",51
"890","Father",798.375,"declarative",1
"891","Father",798.375,"question",9
"892","Father",800.375,"declarative",17
"893","Father",800.375,"imperative_emphatic",3
"894","Father",800.375,"question",10
"895","Father",802.375,"declarative",1187
"896","Father",802.375,"imperative_emphatic",78
"897","Father",802.375,"question",542
"898","Father",802.375,"self interruption",11
"899","Father",802.375,"trail off",61
"900","Father",802.375,"trail off question",8
"901","Father",803.375,"declarative",226
"902","Father",803.375,"interruption",10
"903","Father",803.375,"question",54
"904","Father",803.375,"trail off",5
"905","Father",804.375,"declarative",746
"906","Father",804.375,"imperative_emphatic",75
"907","Father",804.375,"question",813
"908","Father",804.375,"trail off",58
"909","Father",805.375,"declarative",7
"910","Father",805.375,"question",4
"911","Father",806.375,"declarative",480
"912","Father",806.375,"imperative_emphatic",31
"913","Father",806.375,"interruption",4
"914","Father",806.375,"question",550
"915","Father",806.375,"trail off",37
"916","Father",807.375,"declarative",11
"917","Father",808.375,"declarative",1463
"918","Father",808.375,"imperative_emphatic",49
"919","Father",808.375,"interruption",6
"920","Father",808.375,"question",666
"921","Father",808.375,"self interruption",15
"922","Father",808.375,"trail off",22
"923","Father",808.375,"trail off question",5
"924","Father",809.375,"declarative",1622
"925","Father",809.375,"imperative_emphatic",178
"926","Father",809.375,"question",546
"927","Father",809.375,"self interruption",6
"928","Father",809.375,"trail off",19
"929","Father",810.375,"declarative",19
"930","Father",810.375,"question",5
"931","Father",811.375,"declarative",2010
"932","Father",811.375,"imperative_emphatic",139
"933","Father",811.375,"question",2082
"934","Father",811.375,"trail off",37
"935","Father",812.375,"declarative",1171
"936","Father",812.375,"imperative_emphatic",15
"937","Father",812.375,"interruption",6
"938","Father",812.375,"question",623
"939","Father",812.375,"quotation next line",6
"940","Father",812.375,"self interruption",6
"941","Father",812.375,"trail off",10
"942","Father",812.375,"trail off question",27
"943","Father",813.375,"declarative",1009
"944","Father",813.375,"imperative_emphatic",117
"945","Father",813.375,"question",595
"946","Father",813.375,"trail off",23
"947","Father",814.375,"declarative",86
"948","Father",814.375,"question",19
"949","Father",815.375,"declarative",348
"950","Father",815.375,"imperative_emphatic",45
"951","Father",815.375,"question",332
"952","Father",815.375,"trail off",6
"953","Father",816.375,"declarative",263
"954","Father",816.375,"imperative_emphatic",1
"955","Father",816.375,"question",158
"956","Father",816.375,"trail off",10
"957","Father",817.375,"declarative",374
"958","Father",817.375,"imperative_emphatic",13
"959","Father",817.375,"question",139
"960","Father",817.375,"self interruption",7
"961","Father",817.375,"trail off",8
"962","Father",818.375,"declarative",34
"963","Father",818.375,"question",5
"964","Father",820.375,"declarative",1
"965","Father",820.375,"question",6
"966","Father",821.8125,"declarative",2052
"967","Father",821.8125,"imperative_emphatic",34
"968","Father",821.8125,"interruption",13
"969","Father",821.8125,"interruption question",4
"970","Father",821.8125,"missing CA terminator",740
"971","Father",821.8125,"question",866
"972","Father",821.8125,"self interruption",4
"973","Father",821.8125,"trail off",14
"974","Father",822.8125,"declarative",467
"975","Father",822.8125,"question",434
"976","Father",823.8125,"declarative",530
"977","Father",823.8125,"imperative_emphatic",15
"978","Father",823.8125,"question",152
"979","Father",824.8125,"declarative",382
"980","Father",824.8125,"imperative_emphatic",8
"981","Father",824.8125,"interruption",2
"982","Father",824.8125,"interruption question",4
"983","Father",824.8125,"question",585
"984","Father",824.8125,"trail off",18
"985","Father",825.8125,"declarative",135
"986","Father",825.8125,"question",18
"987","Father",825.8125,"trail off",1
"988","Father",826.8125,"declarative",447
"989","Father",826.8125,"imperative_emphatic",25
"990","Father",826.8125,"interruption",13
"991","Father",826.8125,"question",116
"992","Father",826.8125,"trail off",26
"993","Father",827.8125,"declarative",715
"994","Father",827.8125,"imperative_emphatic",10
"995","Father",827.8125,"question",437
"996","Father",827.8125,"trail off",63
"997","Father",829.8125,"declarative",3
"998","Father",831.8125,"declarative",133
"999","Father",831.8125,"imperative_emphatic",1
"1000","Father",831.8125,"question",582
"1001","Father",832.8125,"declarative",1088
"1002","Father",832.8125,"imperative_emphatic",82
"1003","Father",832.8125,"question",940
"1004","Father",833.8125,"declarative",193
"1005","Father",833.8125,"imperative_emphatic",18
"1006","Father",833.8125,"interruption",13
"1007","Father",833.8125,"question",46
"1008","Father",833.8125,"self interruption",2
"1009","Father",833.8125,"trail off",5
"1010","Father",834.8125,"declarative",38
"1011","Father",834.8125,"question",14
"1012","Father",835.8125,"declarative",3
"1013","Father",835.8125,"question",12
"1014","Father",837.8125,"declarative",31
"1015","Father",837.8125,"question",14
"1016","Father",838.8125,"declarative",50
"1017","Father",838.8125,"question",20
"1018","Father",840.8125,"declarative",382
"1019","Father",840.8125,"imperative_emphatic",10
"1020","Father",840.8125,"interruption",19
"1021","Father",840.8125,"question",213
"1022","Father",840.8125,"trail off",10
"1023","Father",841.8125,"declarative",386
"1024","Father",841.8125,"imperative_emphatic",23
"1025","Father",841.8125,"question",233
"1026","Father",841.8125,"quotation next line",1
"1027","Father",841.8125,"trail off",2
"1028","Father",842.8125,"declarative",478
"1029","Father",842.8125,"imperative_emphatic",8
"1030","Father",842.8125,"interruption",2
"1031","Father",842.8125,"question",601
"1032","Father",842.8125,"quotation next line",1
"1033","Father",842.8125,"trail off",28
"1034","Father",844.8125,"declarative",114
"1035","Father",844.8125,"imperative_emphatic",3
"1036","Father",844.8125,"question",29
"1037","Father",845.8125,"declarative",13
"1038","Father",845.8125,"imperative_emphatic",10
"1039","Father",846.8125,"declarative",33
"1040","Father",846.8125,"question",17
"1041","Father",847.8125,"declarative",862
"1042","Father",847.8125,"imperative_emphatic",90
"1043","Father",847.8125,"question",949
"1044","Father",848.8125,"declarative",4
"1045","Father",850.8125,"declarative",189
"1046","Father",850.8125,"question",197
"1047","Father",850.8125,"quotation next line",4
"1048","Father",851.8125,"declarative",32
"1049","Father",851.8125,"question",7
"1050","Father",852.25,"declarative",1377
"1051","Father",852.25,"imperative_emphatic",30
"1052","Father",852.25,"interruption question",11
"1053","Father",852.25,"missing CA terminator",928
"1054","Father",852.25,"question",720
"1055","Father",852.25,"quotation next line",1
"1056","Father",852.25,"trail off",79
"1057","Father",853.25,"declarative",8
"1058","Father",854.25,"declarative",2102
"1059","Father",854.25,"imperative_emphatic",36
"1060","Father",854.25,"question",968
"1061","Father",854.25,"self interruption",3
"1062","Father",854.25,"trail off",143
"1063","Father",855.25,"declarative",1
"1064","Father",856.25,"declarative",1444
"1065","Father",856.25,"imperative_emphatic",27
"1066","Father",856.25,"interruption question",13
"1067","Father",856.25,"question",629
"1068","Father",856.25,"quotation next line",12
"1069","Father",856.25,"trail off",55
"1070","Father",857.25,"declarative",114
"1071","Father",857.25,"imperative_emphatic",3
"1072","Father",857.25,"question",59
"1073","Father",857.25,"quotation next line",4
"1074","Father",858.25,"declarative",174
"1075","Father",858.25,"interruption",3
"1076","Father",858.25,"question",29
"1077","Father",859.25,"declarative",6
"1078","Father",859.25,"question",22
"1079","Father",861.25,"declarative",792
"1080","Father",861.25,"interruption",8
"1081","Father",861.25,"question",204
"1082","Father",861.25,"quotation next line",44
"1083","Father",861.25,"quotation precedes",6
"1084","Father",862.25,"declarative",24
"1085","Father",862.25,"question",5
"1086","Father",863.25,"declarative",225
"1087","Father",863.25,"question",34
"1088","Father",865.25,"declarative",12
"1089","Father",866.25,"declarative",13
"1090","Father",867.25,"declarative",1084
"1091","Father",867.25,"imperative_emphatic",25
"1092","Father",867.25,"interruption",31
"1093","Father",867.25,"question",639
"1094","Father",867.25,"quotation next line",12
